Phrase,Sentiment,Processed_Content
"this sad , occasionally horrifying but often inspiring film",4,"'this sad , occasionally horrifying often inspiring film '"
Surprisingly powerful and universal .,4,'surprisingly powerful universal . '
A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem .,4,' poignant lyricism runs ballad little chinese seamstress transforms story love culture cinematic poem . '
"of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace",4,"'of rare films come flawless amounts acting , direction , story pace '"
"A stylish but steady , and ultimately very satisfying , piece",4,"' stylish steady , ultimately satisfying , piece '"
"A cultural wildcard experience : wacky , different , unusual , even nutty .",4,"' cultural wildcard experience : wacky , different , unusual , even duty . '"
", Wilde 's play is a masterpiece of elegant wit and artifice .",4,"`` , wide 's play masterpiece elegant wit artifact . ''"
The charm of the first movie is still there,4,'the charm first movie still '
"was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",4,"`` amused entertained unfolding bielinsky 's cleverly constructed scenario , greatly impressed skill actors involved enterprise . ''"
"'' manages to do all three quite well , making it one of the year 's most enjoyable releases",4,"`` `` manages three quite well , making one year 's enjoyable releases ''"
is a poem to the enduring strengths of women,4,'is poem enduring strengths women '
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice,4,`` writer director star iosseliani 's pleasant tale factory worker escapes holiday venice ''
with wonderful performances that tug at your heart in ways that utterly transcend gender,4,'with wonderful performances tug heart ways utterly transcend gender '
"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",4,"`` last orders nurture multi layers characters , allowing us remember life 's ultimately gamble last orders embraced . ''"
the movie completely transfixes the audience .,4,'the movie completely transfixes audience . '
easy feel-good sentiments,4,'easy feel good sentiments '
rates as an exceptional thriller,4,'rates exceptional thriller '
well-meaning,4,'well meaning '
"The production design , score and choreography are simply intoxicating .",4,"'the production design , score choreography simply intoxication . '"
"A touching , small-scale story of family responsibility and care in the community",4,"' touching , small scale story family responsibility care community '"
"tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",4,"'tells compelling tale little fuss noise , expert lacking tension quiet . '"
"'s no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",4,"`` 's surprise director washington demands receives excellent performances , newcomer derek luke . ''"
"A sun-drenched masterpiece , part parlor game ,",4,"' sun reached masterpiece , part parlor game , '"
The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them,4,'the work filmmaker secrets buried heart story knows take time revealing '
treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .,4,`` treats ana 's journey honesty tragically rare depiction young women film . ''
"A gently funny , sweetly adventurous film that makes you feel genuinely good",4,"' gently funny , weekly adventurous film makes feel genuinely good '"
a genuine love story,4,' genuine love story '
true-blue delight .,4,'true blue delight . '
very satisfying,4,'very satisfying '
"can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor",4,"'can enjoy much jonas simply , grateful , laugh loud legacy pronounced month pythonesque flavor '"
amazing slapstick,4,'amazing slapstick '
visually engrossing,4,'visually grossing '
"suspense , intriguing characters",4,"'suspense , intriguing characters '"
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light",4,"' triumph , film news world carries us effortlessly darkness light '"
a great movie,4,' great movie '
one man 's triumph of will,4,`` one man 's triumph ''
is a brilliant movie,4,'is brilliant movie '
Griffiths ' warm and winning central performance,4,`` griffith ' warm winning central performance ''
good -LRB- successful -RRB-,4,'good lrb successful rr '
exceptionally well-acted,4,'exceptionally well acted '
"tight and truthful , full of funny situations and honest observations",4,"'tight truthful , full funny situations honest observations '"
The movie 's messages are quite admirable,4,`` movie 's messages quite admirable ''
"is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience",4,"'is fast , genetic , funny , even funny 6 aimed specifically grade school audience '"
best sex comedy,4,'best sex comedy '
Conceptually brilliant,4,'conceptually brilliant '
is worth seeking,4,'is worth seeking '
a wonderfully warm human drama that remains vividly in memory long,4,' wonderfully warm human drama remains vividly memory long '
"sweet , funny , charming , and completely delightful",4,"'sweet , funny , charming , completely delightful '"
"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",4,"'sales knack casting , often resurrection performers rarely work movies . drawing flavorful performances bland actors . '"
very bright,4,'very bright '
best-foreign-film Oscar,4,'best foreign film oscar '
as stimulating & heart-rate-raising as any James Bond thriller,4,'as stimulating & heart rate raising james bond thriller '
seem to match the power of their surroundings .,4,'seem match power surroundings . '
"a cast that seems to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB-",4,"' cast seems include every top notch british actor appear oxford park lrb well one , ms. mirror , rr '"
"is a non-stop funny feast of warmth , colour and cringe .",4,"'is non stop funny feast warmth , colour fringe . '"
a wildly inventive mixture,4,' wildly inventive mixture '
